,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
5146,1920,1926.0,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,"FATAL, body was not recovered",Y
5147,1920,1926.0,USA,New Jersey,20 miles off Seabright,No injury to occupants,N
5148,1920,1926.0,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Leg & hand lacerated and dog bitten,N
5150,1920,1926.0,USA,Hawaii,"Hale'iwa, O'ahu","FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y
5152,1920,1926.0,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Right leg bitten thigh to heel,N
5153,1920,1926.0,AUSTRALIA,South Australia,"West Beach, Brighton",FATAL,Y
5154,1920,1926.0,SOUTH AFRICA,Eastern Cape Province,Hamburg,Thigh lacerated,N
5155,1920,1926.0,AUSTRALIA,Victoria,,Leg lacerated,N
5157,1920,1926.0,NEW ZEALAND,Cook Islands,Rarotonga,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N
5159,1920,1926.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,No details,UNKNOWN
5160,1920,1925.0,AUSTRALIA,Western Australia,Cottesloe Beach,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y
5161,1920,1925.0,USA,Puerto Rico,"Condado Beach, San Juan",Laceration across abdomen,N
5162,1920,1925.0,USA,Puerto Rico,"Condado Beach, San Juan",Both calves lacerated,N
5163,1920,1925.0,SPAIN,Valencia ,Valencia,Right hand bitten by hooked shark PROVOKED INCIDENT,N
5164,1920,1925.0,ENGLAND,Isle of Wight,Off Shanklin,No injury but shark lifted boat out of the water,N
5165,1920,1925.0,USA,South Carolina,"Folly Island, near Charleston","Multiple lacerations on both thighs, right buttock and hip",N
5167,1920,1925.0,USA,Puerto Rico,"Condado Beach, San Juan","Right arm nearly severed at shoulder, left wrist lacerated",N
5168,1920,1925.0,AUSTRALIA,New South Wales,Coogee,"Left thigh bitten, leg surgically amputated ",N
5169,1920,1925.0,AUSTRALIA,New South Wales,Newcastle Beach,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y
5170,1920,1925.0,PAPUA NEW GUINEA,Central Province,Hula,FATAL,Y
5171,1920,1925.0,USA,Florida,"Miami Beach, Miami-Dade County",Lacerations to arm,N
5173,1920,1925.0,FIJI,Viti Levu Island,"Suva Harbor, Suva","Both arms bitten, surgically amputated",N
5174,1920,1924.0,MEXICO,Tamaulipas,Tampico,FATAL,Y
5175,1920,1924.0,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,Knee bitten,N
5176,1920,1924.0,USA,Puerto Rico,Santurce,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y
5177,1920,1924.0,FRENCH POLYNESIA,Tuamotus,Rangiroa,Abrasions PROVOKED ATTACK,N
5178,1920,1924.0,AUSTRALIA,Victoria,Port Melbourne,Leg bitten,N
5179,1920,1924.0,USA,South Carolina,"Folly Island, near Charleston",Left knee & leg bitten. (Tooth fragment recovered from kneecap),N
5180,1920,1924.0,ENGLAND,Dorset,Weymouth,Arms broken by hooked shark PROVOKED INCIDENT,N
5181,1920,1924.0,USA,California,"Newport Beach, Orange County","No injury, shark tore hole in the side of the boat",N
5182,1920,1924.0,USA,Florida,"Bayboro, Pinellas County",Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N
5183,1920,1924.0,AUSTRALIA,New South Wales,Kiama,"FATAL, partial remains recovered ",Y
5184,1920,1924.0,PANAMA,150 miles offshore,,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N
5186,1920,1924.0,SOLOMON ISLANDS,Central Province,Savo Island,"Left arm severed, leg bitten",N
5187,1920,1924.0,SPAIN,Galica,Sisargas Islands,"No injury to occupants, shark bit boat",N
5188,1920,1924.0,AUSTRALIA,New South Wales,Bronte,"Legs severely bitten, surgically amputated",N
5190,1920,1924.0,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",FATAL,Y
5191,1920,1924.0,SOUTH AFRICA,Eastern Cape Province,"St. Georges Strand, Port Elizabeth",Foot lacerated,N
5192,1920,1924.0,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River","FATAL, right thigh severely bitten, left arm lacerated ",Y
5193,1920,1923.0,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",Lacerations to leg,N
5194,1920,1923.0,AUSTRALIA,New South Wales,"Urunga, Belliger Heads","FATAL, disappeared, thought to have been taken by a shark ",Y
5195,1920,1923.0,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland","FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y
5198,1920,1923.0,AUSTRALIA,New South Wales," Black Head, south of Taree","No injury to occupants, shark bit boat",N
5199,1920,1923.0,AUSTRALIA,Torres Strait,Near Thursday Island,"Arm severed, but survived",N
5201,1920,1923.0,AUSTRALIA,Queensland,Great Barrier Reef,non-fatal,N
5202,1920,1923.0,AUSTRALIA,New South Wales,Bellambi Reef,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y
5203,1920,1923.0,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,"No injury to occupants, shark rammed boat",N
5204,1920,1923.0,AUSTRALIA,Western Australia,"Southgates, near Geraldton",Minor puncture wounds to foot,N
5205,1920,1923.0,AUSTRALIA,Queensland,Great Barrier Reef,FATAL,Y
5206,1920,1923.0,AUSTRALIA,Queensland,"Ross River, Townsville",Lacerations to right thigh and knee,N
5207,1920,1923.0,USA,Puerto Rico,San Juan,"Right calf, right side of abdomen & left wrist & hand bitten",N
5209,1920,1923.0,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth","FATAL, back of thigh bitten ",Y
5211,1920,1923.0,USA,New Jersey,"Sea Bright, Monmouth County",No injury to occupant Shark struck boat,N
5212,1920,1923.0,PHILIPPINES, Manila Bay,Fort Drum,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y
5213,1920,1923.0,USA,New Jersey,Ocean City (offshore),Shark's tail broke his leg. PROVOKED INCIDENT,N
5214,1920,1922.0,USA,New Jersey,Ocean City (offshore),Shark's tail broke his leg. PROVOKED INCIDENT,N
5215,1920,1922.0,USA,Puerto Rico,San Juan,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y
5216,1920,1922.0,AUSTRALIA,Queensland,Pialba Beach near Maryborough,"FATAL, severe injuries to torso  ",Y
5219,1920,1922.0,USA,Hawaii,"Keawanui, Kamalo, Moloka'i",Survived,N
5220,1920,1922.0,ENGLAND,East Yorkshire,Hornsea,FATAL,Y
5221,1920,1922.0,USA,Massachusetts,Nahant,"No injury to occupants, shark splintered stern",N
5222,1920,1922.0,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Leg bitten,N
5223,1920,1922.0,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay","FATAL, thigh bitten",Y
5224,1920,1922.0,JAMAICA,Westmoreland Parish,Savanna-la-Mar,"FATAL, arm severed, thigh severely bitten  ",Y
5225,1920,1922.0,SOUTH AFRICA,Western Cape Province,"Simons Town, False Bay",Abdomen & thigh bitten,N
5226,1920,1922.0,AUSTRALIA,New South Wales,Hawkesbury River,FATAL,Y
5227,1920,1922.0,JAMAICA,Kingston Parish,Kingston Harbor,Survived,N
5228,1920,1922.0,JAMAICA,Kingston Parish,Kingston Harbor,"FATAL, right leg severed at thigh ",Y
5229,1920,1922.0,AUSTRALIA,New South Wales,Coogee,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y
5231,1920,1922.0,AUSTRALIA,New South Wales,Coogee ,"FATAL, both arms & shoulder bitten",Y
5233,1920,1922.0,AUSTRALIA,Queensland,"Ross River, Townsville",FATAL,Y
5234,1920,1922.0,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Small laceration on left thigh & swim costume torn,N
5235,1920,1922.0,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle","FATAL, disappeared, then his shark-bitten remains washed ashore ",Y
5236,1920,1921.0,AUSTRALIA,Queensland,Fitzroy River at  Rockhampton,Survived,N
5237,1920,1921.0,AUSTRALIA,Queensland,"Gays Corner, Bulimba Reach of Brisbane River","FATAL, disappeared, body not recovered",Y
5238,1920,1921.0,AUSTRALIA,Queensland,"Gays Corner, Bulimba Reach of Brisbane River","Right hip, buttock, elbow, arm & wrist bitten",N
5239,1920,1921.0,FIJI,Viti Levu Island,Rewa River,FATAL,Y
5240,1920,1921.0,AUSTRALIA,Queensland,Off Hinchinbrook Island,Lacerations to right arm & chest,N
5241,1920,1921.0,AUSTRALIA,Queensland,Barrier Reef,"Left thigh bitten, FATAL",Y
5242,1920,1921.0,ENGLAND,Dorset,Weymouth,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N
5243,1920,1921.0,AUSTRALIA,Torres Strait,,Lacerations to arm,N
5244,1920,1921.0,PHILIPPINES,Luzon Island,"Fort Frank, Manila Bay","FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y
5245,1920,1921.0,CUBA,,Havana Harbor,FATAL,Y
5247,1920,1920.0,AUSTRALIA,Western Australia,Bunbury,Lacerations to leg & hand,N
5249,1920,1920.0,AUSTRALIA,Western Australia,Cottesloe Beach,"Minor injuries to leg, hand & fingers",N
5250,1920,1920.0,PHILIPPINES,Leyte,,FATAL,Y
5252,1920,1920.0,AUSTRALIA,Torres Strait,200 miles from MacKay,Severe lacerations to right shoulder & arm,N
5253,1920,1920.0,USA,Florida,"Englewood Beach, Charlotte County",Knee & thigh bitten,N
5255,1920,1920.0,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Tossed in air by shark, sustained abrasions",N
5256,1920,1920.0,AUSTRALIA,Torres Strait,,Lacerations to foot,N
5257,1920,1920.0,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Abdomen bitten,N
5258,1920,1920.0,AUSTRALIA,Torres Strait,Arlington Reef,FATAL,Y
5259,1920,1920.0,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Leg bitten. FATAL,Y
5260,1920,1920.0,JAMAICA,Westmoreland Parish,Savanna-la-Mar,FATAL,Y
5261,1920,1920.0,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor","""Recovered""",N
5262,1920,1920.0,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Thigh & buttocks bitten. Not known if he survived.,N
5263,1910,1919.0,AUSTRALIA,Queensland,Brible Island,Lacerations to left leg,N
5264,1910,1919.0,AUSTRALIA,New South Wales,"Pelican Island, Macleay River","FATAL, left leg & calf bitten, leg surgically amputated ",Y
5265,1910,1919.0,AUSTRALIA,Northern Territory,Darwin,Lacerations to buttocks,N
5266,1910,1919.0,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y
5267,1910,1919.0,USA,Florida,"Gadsden Point, Tampa Bay",Laceration to left thigh,N
5268,1910,1919.0,USA,South Carolina,"James Island Sound, Charleston",Left foot bitten & abraded,N
5269,1910,1919.0,USA,Florida,"Florida Keys 25ºN,82ºW",FATAL,Y
5270,1910,1919.0,AUSTRALIA,New South Wales,Sydney Harbor,Shark involvement not confirmed,UNKNOWN
5271,1910,1919.0,AUSTRALIA,New South Wales,Newcastle Beach,"Multiple injuries, left leg surgically amputated at knee",N
5272,1910,1919.0,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Leg bitten,N
5273,1910,1919.0,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor","FATAL, right thigh bitten ",Y
5274,1910,1919.0,AUSTRALIA,Queensland,"Ross River, Townsville","FATAL, thigh bitten, leg amputated ",Y
5275,1910,1919.0,ITALY,,Savona,No injury,N
5276,1910,1919.0,USA,Florida,"Near Panama City, Bay County",Leg severed,N
5277,1910,1918.0,USA,Hawaii,Papaikou plantation ,FATAL,Y
5279,1910,1918.0,AUSTRALIA,Queensland,Townsville,FATAL,Y
5280,1910,1918.0,AUSTRALIA,New South Wales,Newcastle,"Severe laceration to arm, necessitating surgical amputation at the elbow",N
5281,1910,1918.0,AUSTRALIA,Queensland,Near Cairns,Survived,N
5282,1910,1917.0,AUSTRALIA,Western Australia,Port Hedland,Lacerations to left leg,N
5283,1910,1917.0,MOZAMBIQUE,Maputo Province,Off Inhaca Island,FATAL,Y
5284,1910,1917.0,USA,New Jersey,"Sea Bright, Monmouth County",Left knee lacerated,N
5285,1910,1917.0,USA,Hawaii,"Nanakuli, Oahu",Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N
5286,1910,1917.0,PANAMA,Colon,,FATAL,Y
5287,1910,1917.0,USA,Florida,Florida Keys ,FATAL,Y
5289,1910,1917.0,USA,South Carolina,Calibogue Sound,Right arm bitten,N
5290,1910,1917.0,PHILIPPINES,Luzon Island,Canacao Bay,"FATAL, abdominal cavity removed ",Y
5293,1910,1916.0,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Right calf bitten,N
5294,1910,1916.0,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)","FATAL, right arm severed, chest punctured ",Y
5295,1910,1916.0,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Leg nipped by shark,N
5296,1910,1916.0,PANAMA,,Panama Canal,"""Severely bitten""",N
5297,1910,1916.0,AUSTRALIA,Queensland,Townsville,FATAL,Y
5298,1910,1916.0,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",FATAL,Y
5299,1910,1916.0,USA,Florida,"Sewells Point, near Palm Beach","FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y
5300,1910,1916.0,USA,Louisiana,Grand Lake,Lower left leg severely bitten & became septic. Not known if he survived,N
5301,1910,1916.0,USA,North Carolina,"Atlantic, near New Bern, Craven County",Arm severely lacerated,N
5303,1910,1916.0,USA,New York,"Sheepshead Bay, Brooklyn",Ankle bruised,N
5304,1910,1916.0,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County","Lower left leg bitten, surgically amputated",N
5305,1910,1916.0,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County","FATAL, thigh bitten ",Y
5306,1910,1916.0,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County","FATAL, legs & torso bitten ",Y
5307,1910,1916.0,BAHAMAS,,50 miles off Bahamas,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y
5308,1910,1916.0,SPAIN,Gran Canaria,Las Palmas,Survived,N
5309,1910,1916.0,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Right foot severed,N
5310,1910,1916.0,USA,New Jersey,"Spring Lake, Monmouth County",FATAL,Y
5311,1910,1916.0,USA,New Jersey,"Beach Haven, Ocean County","FATAL, left leg bitten",Y
5312,1910,1916.0,USA,New Jersey,"Atlantic City, Atlantic County",Heel bitten,N
5313,1910,1916.0,ATLANTIC OCEAN,,,Presumed FATAL,Y
5314,1910,1916.0,USA,Florida,,Leg bitten by shark hooked shark PROVOKED INCIDENT,N
5315,1910,1916.0,AUSTRALIA,New South Wales,Manley Beach,FATAL,Y
5316,1910,1916.0,AUSTRALIA,Victoria,Carrum,FATAL,Y
5317,1910,1916.0,AUSTRALIA,New South Wales,Curl Curl,Minor lacerations to heel,N
5318,1910,1915.0,AUSTRALIA,Torres Strait, Thursday Island,"Arm severed, lacerations to thigh",N
5319,1910,1915.0,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Severe bite to arm,N
5320,1910,1915.0,AUSTRALIA,New South Wales,Manly,Severe lacerations to feet & ankles,N
5321,1910,1915.0,USA,Florida,"St. Augustine, St Johns County",Laceration to left leg,N
5322,1910,1915.0,MEXICO,Tamaulipas,Tampico,FATAL,Y
5323,1910,1915.0,MEXICO,,Santa Maria Bar,FATAL,Y
5325,1910,1915.0,AUSTRALIA,Torres Strait,Near Thursday Island,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N
5326,1910,1915.0,AUSTRALIA,Queensland,Wynnum-Manley,Foot bitten,N
5328,1910,1915.0,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",FATAL,Y
5330,1910,1914.0,AUSTRALIA,Queensland,Magnetic Island,Lacerations to right thigh and knee,N
5332,1910,1914.0,JAMAICA,Kingston Parish,Port Royal,FATAL,Y
5333,1910,1914.0,USA,Louisiana,Lake Pontchartrain,FATAL,Y
5334,1910,1914.0,CROATIA,Zadar County,Biograd na moru,"No injury, shark grabbed clothes",N
5335,1910,1914.0,USA,Louisiana,New Orleans,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N
5336,1910,1914.0,CROATIA, Primorje-Gorski Kotar County,Rijeka,"No injury, shark nudged raft and circled for 2 hrs.",N
5338,1910,1914.0,AUSTRALIA,Victoria,Sandringham,FATAL,Y
5339,1910,1914.0,NEW CALEDONIA,South Province,Noumea,FATAL x 2,Y
5340,1910,1914.0,USA,Florida,"Boca Ciega Bay, Pinellas County",PROVOKED INCIDENT Lacerations to right hand by hooked shark,N
5343,1910,1914.0,USA,Hawaii,"Honomu, Hawai'i",FATAL,Y
5344,1910,1914.0,AUSTRALIA,South Australia,Marion Bay,Lacerations to foot,N
5345,1910,1914.0,AUSTRALIA,New South Wales,Paramatta River,Lacerations to arms,N
5346,1910,1914.0,AUSTRALIA,Queensland,Brisbane,Laceration to leg,N
5347,1910,1914.0,SOUTH AFRICA,KwaZulu-Natal,Durban,No details,UNKNOWN
5348,1910,1913.0,USA,Florida,"Palm Beach, Palm Beach County",No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N
5349,1910,1913.0,CUBA,,off Neuvitas,FATAL,Y
5351,1910,1913.0,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Calf severely bitten;  leg surgically amputated,N
5352,1910,1913.0,USA,Florida,"West Palm Beach, Palm Beach County",Major injuries but survived,N
5353,1910,1913.0,CROATIA,Istria County,Pula,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N
5357,1910,1913.0,USA,South Carolina,Charleston,FATAL,Y
5358,1910,1913.0,COSTA RICA,,Port Limon,FATAL,Y
5359,1910,1913.0,USA,Florida,"John's Pass, Pinellas County","Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N
5360,1910,1913.0,AUSTRALIA,New South Wales,,Lacerations to thigh by netted shark PROVOKED INCIDENT,N
5362,1910,1913.0,AUSTRALIA,Torres Strait,Thursday Island,"Head, neck & left shoulder bitten",N
5363,1910,1913.0,REUNION,Saint-Denis,Barachoise bridge,FATAL,Y
5364,1910,1913.0,REUNION,5aint-Denis,Barachois,FATAL,Y
5365,1910,1913.0,AUSTRALIA,Victoria,Brighton,Arm severed,N
5366,1910,1912.0,PHILIPPINES,,,FATAL,Y
5367,1910,1912.0,USA,Georgia,"Tybee Island, Chatham County",FATAL,Y
5368,1910,1912.0,USA,South Carolina,Sullivan's Island,Toes severed,N
5369,1910,1912.0,SOLOMON ISLANDS,Central Province,Savo,FATAL,Y
5371,1910,1912.0,NEW ZEALAND,North Island,Takapuna,"""Slight laceration to leg""",N
5372,1910,1912.0,AUSTRALIA,Western Australia,Bunbury,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N
5373,1910,1912.0,AUSTRALIA,New South Wales,Coogee,Left calf & heel bitten,N
5374,1910,1912.0,NEW CALEDONIA,South Province,Noumea,Left shoulder & both legs bitten,N
5375,1910,1912.0,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",FATAL,Y
5376,1910,1912.0,FIJI,Viti Levu group,Beqa,FATAL,Y
5377,1910,1912.0,AUSTRALIA,New South Wales,Sydney Harbor,Thigh & lower abdomen severely bitten,N
5378,1910,1912.0,AUSTRALIA,Queensland,Ross Creek,FATAL,Y
5379,1910,1912.0,SPAIN,Balearics,Isla Cabrera,FATAL,Y
5381,1910,1911.0,USA,South Carolina,Off Charleston,FATAL,Y
5382,1910,1911.0,AUSTRALIA,Queensland,Great Barrier Reef,Calves bitten,N
5383,1910,1911.0,USA,Texas,Galveston Ship Channel,FATAL,Y
5384,1910,1911.0,USA,Florida,"Pensacola Bay, Escambia County",FATAL,Y
5385,1910,1911.0,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Left arm & thigh bitten,N
5386,1910,1911.0,SPAIN,Málaga ,Ceuta,FATAL,Y
5387,1910,1911.0,USA,Delaware,Delaware Lightship,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N
5388,1910,1911.0,SOUTH AFRICA,Western Cape Province,Victoria Bay,"FATAL, partial remains recovered",Y
5389,1910,1911.0,USA,Texas,"Rockport, Aransas County",Bitten on left leg by hooked shark PROVOKED INCIDENT,N
5390,1910,1911.0,SOUTH AFRICA,Western Cape Province,Victoria Bay,FATAL,Y
5391,1910,1911.0,NEW ZEALAND,Chatham Islands,,"No injury to occupants, shark bit boat",N
5392,1910,1911.0,AUSTRALIA,Torres Strait,Thursday Island,FATAL,Y
5393,1910,1911.0,AUSTRALIA,Western Australia,Off Legendre Island,Minor injuries,N
5394,1910,1911.0,USA,Texas,"Texas City, Galveston",Minor injury to feet,N
5395,1910,1911.0,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",FATAL,Y
5397,1910,1910.0,AUSTRALIA,Western Australia,Fremantle,FATAL,Y
5399,1910,1910.0,AUSTRALIA,Queensland,Mackay,Foot bitten,N
5400,1910,1910.0,MEXICO,,LaBarra,Leg bitten,N
5401,1910,1910.0,MOZAMBIQUE,Zambesi River,Portuguese territory,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y
5403,1910,1910.0,PANAMA,Colón Province,Cristobal,FATAL,Y
5404,1910,1910.0,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Lacerations to foot,N
5406,1910,1910.0,AUSTRALIA,Western Australia,Bunbury,"Shoulder, back & leg bitten",N
5407,1910,1910.0,AUSTRALIA,New South Wales,Newcastle Harbor,FATAL,Y
5409,1910,1910.0,PHILIPPINES,Luzon Island,"Polinao Point, Manila","Calf removed, not known if he survived ",UNKNOWN
5410,1900,1909.0,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",Severe lacerations to arm,N
5411,1900,1909.0,AUSTRALIA,New South Wales,20 miles off Sydney,FATAL,Y
5412,1900,1909.0,AUSTRALIA,New South Wales,Bondi,3 fingers bitten by hooked shark PROVOKED INCIDENT,N
5413,1900,1909.0,INDONESIA,30 nm from Singapore,Rhio Strait,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",Y
5414,1900,1909.0,USA,Delaware,"Lewes, Sussex County",Abrasion to leg from netted shark PROVOKED INCIDENT,N
5415,1900,1909.0,USA,Florida,"Pensacola Bay, Escambia County",FATAL,Y
5416,1900,1909.0,USA,New York,Rockaway,Right leg bitten,N
5417,1900,1909.0,USA,Florida,"Panama City, Bay County",Hip & thigh lacerated,N
5418,1900,1909.0,MEXICO,Guerrero,Zacatula,FATAL,Y
5419,1900,1909.0,SOUTH AFRICA,Western Cape Province,Cape Town,Remains of soldier in uniform. Probable drowning & scavenging,Y
5420,1900,1909.0,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane","FATAL, only his legs, still in sea-boots, were recovered ",Y
5421,1900,1909.0,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N
5424,1900,1909.0,SOUTH AFRICA,South Atlantic Ocean,Possession Island,FATAL,Y
5427,1900,1909.0,AUSTRALIA,New South Wales,Woy Woy,Survived,UNKNOWN
5428,1900,1908.0,SOUTH AFRICA,Western Cape Province,Stilbaai,FATAL,Y
5429,1900,1908.0,MEXICO,Quintana Roo,,"FATAL, ""bitten in two""",Y
5430,1900,1908.0,AUSTRALIA,Torres Strait,Thursday Island,FATAL,Y
5431,1900,1908.0,USA,California,"Redondo, Los Angeles County",Lacerations to fingers,N
5432,1900,1908.0,SPAIN,Galicia,Cape Finisterre,FATAL,Y
5434,1900,1908.0,CROATIA,Adriatic Sea,Medola,"FATAL, lost a leg",Y
5435,1900,1908.0,EGYPT,Gulf of Suez,Off Ras Gharib,FATAL,Y
5436,1900,1908.0,USA,Georgia,,FATAL,Y
5437,1900,1908.0,PAPUA NEW GUINEA,New Britain,Matupi,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y
5438,1900,1908.0,INDONESIA,Java,Jakarta Harbor,FATAL,Y
5440,1900,1908.0,USA,Hawaii,"Mana, Kaua'i","FATAL, ""pulled below the surface'  ",Y
5441,1900,1907.0,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",FATAL,Y
5442,1900,1907.0,AUSTRALIA,Torres Strait,Near Thursday Island,FATAL,Y
5445,1900,1907.0,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",Lacerations to left arm from shoulder to wrist,N
5447,1900,1907.0,USA,Hawaii," Kalepolepo, Kihei, Maui","Arm severed at elbow,  surgically amputated at shoulder ",N
5449,1900,1907.0,CROATIA," Split-Dalmatia Count,","Sucurja, Hvar Island,",FATAL,Y
5450,1900,1907.0,CROATIA, Primorje-Gorski Kotar County,Krk Island,FATAL,Y
5451,1900,1907.0,CROATIA, Primorje-Gorski Kotar County,Krk Island,FATAL,Y
5452,1900,1907.0,USA,New Jersey,Lower Delaware Bay,Abrasion to chest,N
5453,1900,1907.0,CROATIA," Split-Dalmatia Count,","Su?uraj, Hvar Island",FATAL,Y
5455,1900,1907.0,USA,South Carolina,Small creek near Coles Island,Slight injuries to left knee & calf ,N
5456,1900,1907.0,MEXICO,Oaxaca,Salina Cruz," 3 fingers & thigh lacerated, foot crushed",N
5457,1900,1907.0,USA,Florida,"Garden Key, Charlotte County","FATAL, shark bit his side, nearly cutting him in two  ",Y
5459,1900,1907.0,PHILIPPINES,Luzon Island,Manila Bay,Finger severed,N
5460,1900,1907.0,NEW ZEALAND,South Island,Port Moeraki,"FATAL, leg severely bitten     ",Y
5461,1900,1907.0,AUSTRALIA,Queensland,Ross Creek,FATAL,Y
5462,1900,1907.0,VIETNAM,Khánh Hòa Province,Nha Trang,"Leg severely bitten, surgically amputated",N
5463,1900,1907.0,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",FATAL,Y
5464,1900,1906.0,JAMAICA,Westmoreland Parish,Cabaritta River mouth,Leg bitten,N
5465,1900,1906.0,USA,Hawaii,,Buttock bitten,N
5466,1900,1906.0,USA,Hawaii,,FATAL,Y
5467,1900,1906.0,USA,Hawaii,,Arm severed,N
5468,1900,1906.0,USA,Hawaii,,FATAL,Y
5469,1900,1906.0,INDONESIA,Java,Lorok Bay,Thumb & index finger of left hand severed,N
5470,1900,1906.0,INDONESIA,Java,Lorok Bay,FATAL,Y
5471,1900,1906.0,AUSTRALIA,Torres Strait,Mabiuag,FATAL,Y
5472,1900,1906.0,USA,California,"Avalon, Los Angeles County",PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N
5474,1900,1906.0,USA,Maryland,"Tangier Sound, Somerset County",FATAL,Y
5475,1900,1906.0,USA,Mississippi,"Bay St. Louis, Hancock County",FATAL,Y
5477,1900,1906.0,INDONESIA,Maluku Province,Aru Islands,FATAL,Y
